id,Analytical,Empirical,Hybrid,ML
18876,0.156791086,0.056791782,0.518029505,0.029360983
22035,0.030849294,0.343605655,0.147447017,0.007400629
16194,0.359567891,0.274557243,0.007373078,0.014693348
16965,0.19668664,0.050281154,0.043802623,0.026113494
17362,0.159188435,0.46557555,0.006368409,0.013401825
21457,0.320145802,0.073323965,0.010610792,0.015467842
17900,0.10069562,0.074668522,0.023863563,0.014107005
15192,0.058611665,0.057143852,0.10817054,0.019260395
22277,0.095160463,0.329101124,0.025026139,0.068985653
16914,0,0,1,0
19029,0.053378645,0.003453345,0.015542501,0.989857041
18399,0.036549272,0.066313739,0.018302237,0.992421058
12966,0.131182034,0.169435677,0.018256889,0.002225901
18286,0.05963277,0.036677365,0.630799084,0.008332619
18075,0.188512335,0.073684786,0.093034897,0.008383783
18026,0.233480573,0.061654799,0.013010198,0.025975386
21170,0.201909636,0.05214727,0.037194171,0.007249374
12873,0.069387805,0.92504138,0.018325033,0.009598128
